6809,1,#followfriday Just a short one: @TaylorWilde. (Don't hurt me.) 
2759,0, i have to be at school for 8 in the morning.
3803,1, keeeeep following me thanks to new followers tell your friends/fam/strangers/followers to follow me!!  much luv
2600,0, i feel lonely.
14630,0,(@2d0pe) Sippin vodkaaaa .... Its rainin like a ho &amp; we sposda be goin out 
13080,0,*yawns* Sleepy and bored.  At least magic won. Woohoo...not. xD
3579,0, stupid puppy kept me up all night only had 3 hrs sleep
15433,0,".@shubox I wish! I feel dirty even thinking about having to add these things to a website, but what the client wants........ "
9816,0,&quot;MY DOGS HEAD IS ON MY LAPTOP... HE PRESSED THE CAPS BUTTON.&quot; - krystuhl is moving to puerto rico on july 8th 
15524,1,// up was so good 
1772,0," film not on till 7:45, will have to hold out for 2 hours, i'll fix some tea and then go to pops for an hour"
6712,1,#followfriday @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily  lol 
2632,0, I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX
14183,0,.....warning..warning.. I HAVE FEVER.. sucks.. 
1150,0," 2pm, lunchtime is over and da boss is back in town..."
9157,1,"&quot;Be yourself, everyone else is already taken&quot; "
5342,0,"#followfriday @DanielBettridge @feelgoodguru @katiedidwhat (sorry, forgot u 2 earlier  ) @rachelcw @coachkiki @ODannyGirl7 @timeril"
6060,0,#inaperfectworld DC Carribean Carnival would not be the same weekend as my beach trip! 
8030,0,#squarespace I'm risking a sick day to post this... I need a phone for me and my girlfriend 
14609,0,...so much to do today - hope it rains so that my garden gets some water - my hose is broken and been using a watering can  ...not fun!
5098,0, wish I were tweetin up with ya'll..
7400,0,#iremember MTV's diary aww man why did they get rid of that show I miss it 
10748,0,#iremember shootin cap guns in the middle of the night for like a week still this dude scared me and my brothe wit a real one. 
1687,0, I know I know
13364,0,... I dreamed so bad tonight 
1715,0, i miss my leddy boo...
6164,0, say some tehilim.
14588,0,...or not looks like its next weekend 
8698,0, Wheres my mommmy? D:
7633,1,#meowmonday @SpookyPuss @Wildboutbirds @JennyRosePetal @Maggychou @krafty_kate08 @IppityPippity Thanks meows! 
11848,0,*alert* one of my fave movies is on the five heartbeats yay and I thought today couldn't get any better  http://myloc.me/4Kby
2269,1, hanging with jon. i love ashley!!!!!!!!
14909,1,(Clearly the child was raised with good partying genetics and grew into a proficient adult!  )
542,0,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!"
13305,1,... Back down from the cloud on Herbal Blvd...Golden Girls and Bed. Night tweeps. 
3297,0, one point!!
15411,1,*shut up and put ya money where ya mouth is.  *
5919,1,"#california - Everyone goes thru chit, and chit goes through everyone, it's how we see, learn &amp; choose to process chit that matters most "
5998,0, Prayers for pro golfers Phil Mickelson (wife has cancer) and Ken Green (leg getting amputated). Thoughts are with those guys!
1005,0, gerald lost a friend............idk what to say........this is like day 2 of crazy events.......
8778,0," work tomorrow, lazy day. i completly passed out after my jog...weird. i usually eat, but i was not hungry...hmm"
4930,0, This day is not shaping up nicely. My dad wants me to take pics of family looking admiringly at him in his cap and gown. Grr.
13181,1,". @pablowapsi Hmm. I'd want to be Faith from BtVS, just a bit more sane. I'd love to look like @elizapatricia + she got to tease Spike. "
7290,1,#iPhone #3GS has been ordered. I figured the 2G lasted me 2 years - expecting the same amount of time from the new one. 32gb  AT&amp;T rocks!
7091,0,#SaveEarl They're canceling &quot;My Name Is Earl&quot;  unless we tweet a lot!!
11078,1,#musicmonday The Cab - Risky Business...I love The Cab...Not even my mum's crazy half-drunk ass-loud friends can't ruin them for me! 
1493,0, Boring English Coursework.
8780,0, work work work WORK!!
12743,0,"&quot;Dr. Mom&quot; sent me back to bed after giving me a decongestant and ibuprofen. Just woke up. No more snuffles, but still achey. "
6420,1,#ff @Nomad33 b/c ...he supplied me w/alot of information and digs my Tweets 
5351,1,#followfriday @evregirl because she is so awesome and authentic @twanjikalula cause he is funny and friendly and in TV 
11544,1,&quot;Your not relationship material&quot; #thingsmummysaid.  with a smile 
15406,0,*sad face* project-m keeps crashing my itunes 
2591,0, I don't wanna go to work...
10540,0,#ihateitwhen @Batamuriza has to stay and can't play 
9684,1,&quot;let's go watch spanish soaps!&quot; bahaha 
10664,0,&quot;We are without a doubt faced with an aviation catastrophe.&quot;- anAir France chief executive. 
7380,0,#unfollowdwighthoward Cause they won last night 
3728,1,- isn't beer just Sparkling Water with alcohol in it ? 
6222,0,#ireallyreallyhatemyhayfever! 
2442,0," I can only think of one way to get out of this stupid loop of shitty moods, and I don't wanna do it..."
15557,0,..then home to walk to doggy and begin the massive clean on the house!  But there is a light at the end of the tunnel...............
12964,1,"*warning*everythang is super funny, delayed responses, randomness, i need sleep but i refuse! so dnt mind me less u wanna mind me "
8378,1,"#writechat another June writing goal? Get more people for #FNWC, so consider this a shameless plug.  Fri Nite Writing Challenge."
6410,1,#FF @aureliom Thanks for the love! 
1209,0,- hates waiting and equally hates job hunting! 
12886,0,*ugh* I'm hungry...what's there to eat??? I'm craving sum Rally's...but no fast food tonight 
11313,0,"#SanctuarySunday @sez101 yeah, we had seven yesterday, but I can only find two and a quarter (lol) today "
8174,0,&lt;grumble&gt; Can't copy from an OS X app and paste into a Winblows app in Parallels 
1035,1, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!
2085,0, I'm so ill after getting wet in the rain for three days..... xD but I don't  regret..it was awesome x3
3683,0, Ted is gone for three whole weeks on drill. I miss him already. Back to studying for my midterm..
7214,0,#inaperfectworld I would be able to trust my partner again 
10856,1,#liesgirlstell &quot;Why wouldn't I wear these 6 inch stilettos? They're the most comfortable pair I own!&quot; &quot;but we're camping!&quot; Luv my heels! 
6718,1,#followfriday @MmmBaileys because 'I fuckin love colourin' 
5845,0, not even Truck and Fish is making me happy right now...............
4300,1,##Followfriday @AstrologyLesson for esoteric secrets of astrology and informative astrology lessons 
1803,0, does neone know what is the exact procedure of getting a DS 2019 issued ..and whether it costs for a summer intern ?
15678,1,".@Devyl you know calling yourself mom to this kitty means you are stuck with it, right? "
11957,0,(evilsmirk) (drinking)  :'( (tears) (: http://plurk.com/p/uen93
7222,0,#inaperfectworld i wouldn't be a  wranger 
13088,0,", emma is here! and so is keely and kloee. ahh, spine surgery!? i think not! "
13123,1,",,,checked del's new blogsite!!! YAHOO!!! im just excited to what it will bring  go del!"
4445,0, poor people on the # Metro
13656,1,... started the week on a peace and joy overdose... Trusting HIM 
6235,0,#iremember Jenn and I's 1st daughter &quot;Tova&quot; 
11253,0,#Pakcricket #t20 no loadshedding during final. Same promise was not fulfilled in semi. 
3590,0, im not even allowed my eye drops
4512,0, really?
13949,1,"&quot;The day is never done.&quot; writing my story, Behind Closed Doors "
12037,0,&amp; 3O FSA Not On Libby This Time 
1034,1, good morning/afternoon. Things will be great today.
4712,0, some people need to grow up and stop trying to screw people over... 
10009,0,&quot;i don't wanna see the end&quot;  TOMORROW WILL BE GREAT! mcfly concert here we go! *-* gnight :*
10313,1,#guitar hero #metallica ist einfach nur cool 
4440,1," please knock him out, please Torrie, I'll pay you"
14536,0,&quot;Your conversational partner has disconnected.&quot; 
6547,1,#loa Law of Attraction Creations: Law of Attraction Creations for today  http://bit.ly/5KCSw
15287,0,*doing a happy awkward waddling dance* I can has job interview on Monday for a teaching position! Let's hope pregnancy isn't an issue. 
389,1, @THEDIAMONDCOACH  Im sure he'd love that LOL
7251,1,#TellMrTweet i recommend @ChariceManiacs because of good taste  who supports @officialcharice with an amazing talent! â?¤ShoNuff!â?¤
1543,0, chop my hand off please! Advil isn't working
3602,0, im so fucking sick of trying and failing.
1227,1, hee hee. your so weird. and i did NOT shiver.
12171,1,*[ It's time for TSCC!  ]
3466,1, smiley faces
10519,1,&quot;this can enter the hall of fame stories.&quot; above my gilgamesh translation From kanneganti http://tinyurl.com/m5lja7 I am flying now. 
2089,1, gnite/gmornin @TheRealNobody
15419,0,*sigh* another exam this Friday 
9391,1,"&quot;I think that we learn to love, and learn what life is all about through service to others.&quot; - Isaac Hanson. Exactly why I love this band "
4277,1,!/4 mile drag race video from inside my GTO. Lot's of fun for my daily driver.  http://tinyurl.com/nyye5x Try viewing full screen.
9085,0,"&quot;and i miss you.. and i need you, i do&quot; &lt;3 hungry "
13448,1,.. is having a good time waiting for DAREL's text.. lol 
463,0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
1999,1,- finally catching the new episode of college hill. 
6013,1,"#chuck Follow us at ChuckMeMondays. Watch the Tango tonight at 9, Chick fights, Romance, Action  &amp; Sarah is a red dress.  #chuckmemondays"
10947,0,#moviemisquotes This is stupid 
5764,1, Nice and sunny. Love ittt.
10453,1,&quot;stop running...'cause without you I got nothing...&quot; just sound trippin'...LOL 
14320,0,...a new (long  ) week has come...
7382,0,#uniwar bots seem to be down   http://twitpic.com/6ecl6
15154,1,"* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing.."
677,0, .. why the jonas are bad with us !! come to paraguay
5453,1, last nite  -- tryin to recover
13909,0,&quot;Something's always ending when something's beginning...&quot; But it's always sad to say goodbye 
9911,0,&quot;My stomach hurts sooooo bad    now I have to follow some stupid diet to get better. Ughhh&quot;  -  I'm just like Demi !
2332,1, its castiel!!!!  [ the angle ]
14926,1,...something's telling me to leave but i won't cuz I'm Damned If I Do Ya (Damned If I Don't). ~Nothing Personal ...July 7th = EPIC  &lt;3
4730,0, sore throat today - working on the powerlines webcopy again this morning &amp; then off to no.2 son's sports day this afternoon
13635,1,&quot;Nothing tastes as good as being thin feels.&quot; Thanks to one of my buddies for giving me that inspiring quote. 
2196,0, Im watching vids of Enter Shikari wanting to go to their signing 2morow. might just go on my own and sit oustide hmv all day like a hobo
6958,1,#goodsex When your legs don't stop shakinggg... 
7186,0,#squarespace rules! at&amp;t drools.  ohhhh yea! http://tinyurl.com/nevtnq
4119,0," My mom has only been back a night, and she has already driven me crazy.   She fucking spilled choc ice cream all over my car"
8303,1,"&quot;Abduct Yourself for the Abducted&quot; Be apart of the cause..make a difference, give children a future to look forward to "
14314,1,....wow. Tired. Lol 
7078,0,#holidays are over aww gonna have to go to #school tomorrow! 
10449,1,"&quot;Soulove Deep Episode#7&quot; is comin', full of Jackin House tunes!!! "
4287,1, Harry Potter  series ( because of the delicious way my life is sucked away when I read it )..
3945,0, Maths G.C.S.E tomorrow why ? haha listening to McFly and watching beat the star x
10981,0,&quot;Twitter is over capacity. Too many tweets! Please wait a moment and try again.&quot; Delay now over and I forgot what I was going to say 
12769,0,*sigh* I'm having to future endeavor my favorite pair of lashes today  You were good to me #34 but I must bid you farewell...
1873,0, England what the hell :'( :'( #cricket # T20
8885,1,&lt;3 u guys. thanks for stickin with me 
6349,0,#f1 cant believe i set my alarm to watch a traffic jam 
2015,1, FOOD! 
4351,1, Oh! &amp; thanks Mary for leaving the keys in the car on Saturday so me &amp; Ester could drive it around (even though you didn't know)! Hahaha.
11248,0,#os3.0 first impressions rather slow a bit buggy  http://tinyurl.com/nrz7s3
5665,1,#followsaturday @dave_turner - just because  
4535,1,#asylm Jensen pics are up too  I'M GOOD! ;)
3708,0, the cavs are getting raped. Come on!!!! I got faith u you guys!!!
1508,0, cannot hear the new song due to geographic location. i am geographically undesirable. and tune-less
331,0,  #IranElection - no one realizes how deep this goes.
3928,1, Love your crockpot? &quot;One Week of Easy Crock-Pot Desserts - Associated Content&quot; ( http://tinyurl.com/m4gnor )
6241,0,#iremember my mom never being there on christmas morning 
14621,0,( person who keeps on switching usernames so she can follow me is so getting on my nerves &gt; I don't even know her 
2514,0, I COULDN'T HELP IT.
1644,0, dad is leaving and wont be back til the wedding.
1125,0, ahhh this sucks
5307,1,"#flylady ok, dinner in oven, having lasagna &amp; salad, did some knitting, dozed a little, drank lots of water, headache finally almost gone "
8392,1,#youspecialwhen I ask you to a drop for tehbored radio vol 3...@MarieLuv I'm looking at you. 
4702,0, so tonight's the night we all roll along.
3782,1," just figuring out this website...lol  Sang at the day-lilly festival earlier, then goin 2 goin away party later"
2997,1, i needd coke reallyy bad :p video ideass!!??
9221,1,"#BGT 2nites been pretty good so far.. Most have been a bit dissapointing, susan up next  ready for a full standing ovation peeps? Lol"
2109,1, Good morning
10590,0,#inaperfectworld we would still be together. 
1867,0, ehhh bad day
11208,1,#myweakness popeyes chicken-2piecew/mashed potatoes &amp; a biscuit 
7675,1,#musicmonday Decode-Paramore 
12252,1,*giggles to herself* after seeing Joans stalker list or are they called stalkeees? anyhoo I see Britters is one of them  *secrets out* ;)
9359,1,&quot;Blame it on Me&quot; will be a classic.  I have an ear for these things.  
11420,0,"#Spurs #Football Stoke 0, West Ham 1, results not going our way "
1913,0, fine. I should be anyway. see you at the 4th quarter.
7555,0,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
10242,1,&quot;The age of a woman doesn't mean a thing. The best tunes are played on the oldest fiddles.&quot;  Ralph Waldo Emerson
7361,0,#iremember hoping someone would follow me 
8058,1,"#techdays_ca 2009 reg is near, for those that attended last year watch your inbox  for the end of June and feel free to share  #mscantalk"
9495,0,"&quot;Come fly with meee, lets fly lets flyyyyyyyyy, pack up lets fly awaaay!!&quot; (FS) JEEZ, i miss traveling SO MUCH!  i wish i was on tour â™¥"
11630,1,(music) yow  http://plurk.com/p/y75mi
12872,1,*suck*suck* So what do u do for fun? *suck*suck*stroke* stroke* Oh that's cool. *suck* How'd u get into that? *suck*stroke*  Ha ha ha ha
3654,0, its raining again.
13709,1,"... IÂ´m going to do excersice!  (Even i will always look ugly, but..)"
12776,0,"*sigh* Looks like I'm left out...AGAIN! Because I'm just one of 90,000 people. "
3104,0, i wish @ruebluestar192 was online right now so I could talk to him before I have to leave.. *hint hint*
5541,0, moving out of town soon..thought the time was so far away but it's not ;-(
10392,0,&quot;Scream all you want small mailman... None of your mailman friends can hear you.&quot; This movie makes me miss my boy 
2235,1,- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me 'somewhere' ...  Be back later!!
2854,0," I just saw a huge spider crawling on my wall, then it went behind my bed!!"
4597,0, she fell alseep on me
7561,1,#Listeningto &quot;Jump Around&quot; by House of Pain - good times...good times... 
2755,0, i just hit my head gettiing into the car
10049,0,&quot;i would have died! i would have died rather than betray my friends&quot; oh sirius black i love you. 
3539,0," im lonly, my friend emily just went home. lol. MISS U ALREADY! lol&lt;3"
14845,0,...NOT liking this gloomy weather... 
5774,0, no fireworks and no electrical parade this sucks now I'm going to dca
7124,1,"#howarewe 8/10 just got some editing software   and nick is a trending topic, nice work"
13986,0,"....I am being followed by 'trekkie shop', bitch I don't even like those kind of shows. "
2002,1,- Finally got twitter.... trynna see what the hype is about 
11353,1,#sayra says: hi bb i hope soon for u in my chat room  kisses bye
13285,0,... 24 hours preparation. Which means a lot of pressure : / So my German exam actually starts on monday at 8am 
9205,0,#Badsex: is when you delete there number out your phone b4 they leave your room. 
6598,1,"#followfriday ...  @mallarybc @lyzzybee @followyournose @mayoroflondon @leswalton ....and why not, we'll get you going! @dannyandlou  "
13067,0,*yawn* im going to bed now  and I still haven't been able to talk to the boyfriend.... D:
7646,0,"#mostboringtweets sorry, must go now I'm even boring myself "
7871,0,#ONTD and #ontd_startrek is taking over my life. I don't know if that's a good thing or a bad thing. 
11173,1,"&quot;You've got to live life, not think about it.&quot; "
38,0,   times by like a million
8876,1,"&lt;3 Beatles Rockband, watching today's E3 recorded from G4 "
8329,0, thunder and lightning. One Thing I Am Scared Of. Even Bear Is Scared
1402,0, broken bones suck
8368,0,#woofwednesday I want a puppyyyyyyyyyyyyyyyyy 
10020,1,&quot;I hear the roar of a big machine&quot; 
10777,1,#Iremember when Mankind died during the &quot;Buried Alive&quot; Match w/ the Undertaker but came back the next wk as &quot;Dude Love&quot; n beat him. 
14406,1,&quot;When Social Media Takes Over&quot; - David Guetta feat. Kelly Rowland #smss09  ? http://blip.fm/~7b9mc
7839,1,#myweakness TWITTER  Myspace &amp; Facebook aint got shit on them! Know that OWWWW.
12772,0,*sigh* its never going to happen  - http://tweet.sg
6577,1,"#flylady DKs back to school, MR done, ran 3.5k #NEWO with bff in park - fab weather! Laundry/ironing done, now to town for a few errands "
12929,1,"&quot;hi i am ashwin using adarshs account , yupp i hacked it  &quot;--- He was abt to put it when i was afk"
9820,1,#FollowFriday @BraveMaiden Thanks 
3198,1," on a big boat bobbing up and down on the Thames, sun shinning, the aroma of our lunch filling the restaurant and a beer on it's way "
5450,1, last full week with my sister....... ima miss her.
7405,1,"#iremember playin Uno, LIFE, 7 other board games by myself because no one else wanted to play w/ me ; fckin losers LOL "
5803,1," nobody can imagine where am i right nowwww lol, see ya twitters!!!. tweet 2 you laaaater!!"
2901,1, My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!
860,0, Didn't win the twitter contest. BOO
7393,1,"#wardriving Piccy: http://rly.cc/bEZ0m - Yagi antenna can be seen through the rear window, back of the passenger seat. "
7608,0,&amp; nobody gives a damn. 
15313,1,*Happy Birthday to Meeeeeeee* 
6535,1, that's all i have to say or show lol
396,1," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
466,0, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
10678,1,"&quot;that service is only available in the black market sir&quot; =(. Bueno, ya me dijeron que me van a rolar un nokia por ahÃ­ "
14350,0,"...I'm obsessing over. And when Lost comes back, given it's the final season...it's gonna be even worse. "
1593,0, I just hit my face on a box at work n scratched my cheek lol
4279,1,"!@fryed If I were to perform an interpretive dance of Twitter, that would be it. "
533,1,  My mom is the funniest person ever!  
1697,1, i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.
6609,1,#moviemisquotes &quot;this coffee tastes like sh!t&quot; .. 'it is sh!t Austin' 
5249,0,#addictedto high heels that I can't even walk in 
6131,0,#inaperfectworld my car would need no petrol(gas) and I wouldn't drive an hour to work  wait! I wouldn't work just make art all day...
6601,1,#Mojotip @VioMey Celebrate yr success. Do U remember yr 1st class as a participant? I used 2 hide @ the back of class. Now I'm up front 
9360,1,&quot;Block EVERYTHING&quot;.. says China   http://tinyurl.com/nkt85n
928,0, everyones drunk but me
11696,1,"(*deep breath*) ok, up n atom!!! 1/3 bottle if port left, cats fussed, hubby dozing n tweeps happy wif life. My deed is done, n now, bed "
6918,1,#goodsex is when you wake her up to with something stiff and her mind is still out of it but her lady parts are right on time! 
4809,0, Thank you Stewart &amp; Lisa for a wonderful evening!   about the 2nd cut.  We love you!
11730,1,(ZDNet also known as CBS.    )
3409,0," school/band/maths/music lessons :,("
12449,1,"&quot;2am riding in your truck, and all I need is you next to me.&quot;  "
15587,0,"*sighs* I'm back to using my original picture. Not that I don't like it. Maybe hopefully, the problem would be fixed. MAYBE. "
15560,1,"..tonight i'm gonna have myself a real good time, i feel alive "
13857,0,"......twitter, I only wish I could say something happy "
5360,1,#followfriday @idaremyidea my #awesome Australian friend . full of joy and laughter. A great friend 
6873,0,#Nambu search no longer works on os3 
12566,1,&quot;besmirching&quot;? @tamij have you been studying the urban dictionary again?  Great word! #hhrs
11753,1,*&quot;he's just not that into you&quot; is the shizz! oopsies hehe 
11424,1,#spymaster ring  I was just attacked by @lagunadeb   time for some revenge? 
53,1,  boom boom pow
7937,1,#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day pronto 
14125,1,...back from vacationionion 
5591,0,#ASOT400 next big asot on the moon!??? hahahah sad its almost over 
10391,1,"&quot;s SPACE!!! Ladies ONLY!!! Lesbian,Bi or Straight,CUM join YOUr GFs and I!!! It's ALL about YOU!!! LOVE Ya Ladies!!! "
13120,0,", hmm.. bad day, "
14359,0,...is having a bad day. I have a wine headache and it hurts 
2233,0, Hanging by a moment by lifehouse always makes crave a boo.
14340,0,"...I was going to post up a picture of Flogging Molly...but I was so amazed, I forgot to take a picture...I fail!  "
29,1,"   goodbye exams, HELLO ALCOHOL TONIGHT "
12381,0,&lt;small&gt;Happy Father's Day! Kinda sucks though 'cause my Pops is in Europe. 
9320,0,#cluetrain audio has been so up/down that I gave up - second time today I've closed down a webcast 
13144,1,. . .had so much fun on thursday thanks tom and the rest 
7799,0,&amp;not gonna lie. it's 60 degrees in here. thanks for leavin me your sweater molly. brrrrr 
10273,1,#fuqtwitter because #ohyeswedid. 
15375,1,..Margaret has quit the Apprentice!!! :O final sooooon 
13082,0,*yawnstretchyawn* Im so tiredddd  The boredum-bug is draining the life out of me!
10688,1,&quot;The CW has renewed the show for a third season expected to air in the fall of 2009&quot; YAY 
6746,1,"#followfriday @tremendousnews  Srsly, their shit is funny, unless you're stuck up and lacking some humor. Which you may well lack. "
8309,1,&quot;And every story i ever told is part of you&quot; - Yellowcard: How i go 
10051,1,"&quot;I&quot; am the second coming of me.... the first time I came around I was largely un-noticed, so I'm trying again....  I HAVE ARRIVED!!"
674,1,-- . BABBBBBBBBYY .  I missed you MUCH!!
6158,0,#iran @jackieripper is this neda on facebook? http://twitpic.com/7zk3k &lt;/3 
3171,1, notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis
9598,1,&quot;It's the friends you can call up at 4 a.m. that matter.&quot; ~Marlene Dietrich  - Or tweet at 4am 
4668,1,#dating #lesbian Sexy female wants to know what it feels like to be with a woman   (Central .. http://bit.ly/1785uG
9154,1,"&quot;BATTLEFIELD&quot; by Jordin Sparks, &quot;Its Alright Its Ok&quot; by Ashley Tisdale and &quot;PARANOID&quot; by Jonas Brothers "
10066,1,&quot;Shut up &amp; Let me Go&quot; i Love this song 
3263,0, i want to twatt with the asian...
14650,0,"(@EwanB1988) Note to self: dont get on the bus, get hit by it! i have really had enough "
6981,1,#haveyouever been so mad without a reason? YAP! 
11156,1,#myweakness BREEZY..baby!! 
665,1, *exited* I just bought some oreos!! I hope everyone likes oreos..
4329,1, not really sure what to do.
8071,1,#thingsmummysaid I'll give you something to cry about 
14963,0,..if they try and bribe me with strawberry cornettos tho.. they might win  damn my sweet tooth!
10512,1,&quot;they think im gonna steal their boyfriend!&quot; -@demilovato hah I love her so much 
2986,0," I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year"
11990,0,$GBPJPY covered short position giving back my session gains ...perfect lesson on the consequences of not cutting your losses quick 
9233,0,"#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again."
13510,0,&quot;Love Hurts...&quot; that is Unbelievable ... o' Allah help Mom! 
9501,0,&quot;Cool!&quot; My mobile phone is broken &amp; now i temporarily have to use my dad's old nokia 3310 
12489,0,"*sigh* I sang a song, and no one liked it. "
5632,0, my student said he would miss me next year for violin lesson and wants to add me on facebook
13412,1,". @Sirthinks I LOVE my 5DM2... need to get out and use it more though! It is a great camera, was a huge upgrade from an XTi "
13170,1,". @MKAngela shoot, that was one of my favorite tweets and I forgot with the follow thing, others didn't see it "
6445,0,#jonas-beforethestorm is beautiful and a bit sad 
